descripcion	Year	Engine HP	Engine Cylinders	Number of Doors	highway MPG	city mpg	Popularity	MSRP
MitsubishiExpo	1993.642857142857	132.71428571428572	4	3.142857142857143	24.142857142857142	18.5	436	2000
MitsubishiGalant	2011	160	4	4	30	21	436	22899
MitsubishiLancer	2015.9444444444443	165.16666666666666	4	4	31.333333333333332	23.444444444444443	436	20756.11111111111
MitsubishiLancer Evolution	2014.142857142857	292.7142857142857	4	4	22.571428571428573	17	436	36752.142857142855
MitsubishiLancer Sportback	2013	158	4	4	30.5	23	436	20045
MitsubishiMighty Max Pickup	1994.6	123	4.4	2	22.4	17.4	436	2000
MitsubishiMirage	2015.4285714285713	75.42857142857143	3	4	42.785714285714285	35.57142857142857	436	14470
MitsubishiMirage G4	2017	78	3	4	41.333333333333336	34.333333333333336	436	15395
MitsubishiMontero	2005	215	6	4	17.333333333333332	13	436	35652.333333333336
MitsubishiMontero Sport	2002.8	184.2	6	4	19	14.9	436	27504.4
MitsubishiOutlander	2016.1666666666667	175.66666666666666	4.333333333333333	4	29.555555555555557	23.833333333333332	436	25939.444444444445
MitsubishiOutlander Sport	2015.9642857142858	160.14285714285714	4	4	28.428571428571427	23.071428571428573	436	23059.285714285714
MitsubishiPrecis	1992	81	4	2	30	25	436	2000
MitsubishiRaider	2007.8	213.33333333333334	6.266666666666667	4	19.466666666666665	14.733333333333333	436	24838
MitsubishiSigma	1990	142	6	4	20	16	436	2000
MitsubishiVanwagon	1990	107	4	3	19.5	17	436	2000
Mitsubishii-MiEV	2015.6666666666667	66		4	100	124.33333333333333	436	22995
Nissan200SX	1997	123.33333333333333	4	2	33.111111111111114	23.77777777777778	2009	2008.111111111111
Nissan240SX	1997.125	155	4	2	25.625	19.375	2009	4066.375
Nissan300ZX	1995	241.5	6	2	22	16.5	2009	2968.5833333333335
Nissan350Z	2007.764705882353	306	6	2	24.029411764705884	17.294117647058822	2009	36442.35294117647
Nissan370Z	2016	336.2352941176471	6	2	25.58823529411765	18.235294117647058	2009	40654.117647058825
NissanAltima	2015.9583333333333	218.04166666666666	4.833333333333333	4	35.75	24.875	2009	26956.25
NissanAltima Hybrid	2010	184.66666666666666	4	4	33	34.333333333333336	2009	26743.333333333332
NissanArmada	2015.3	338.9	8	4	18.5	12.8	2009	48204
NissanAxxess	1990	138	4	3	22	17.5	2009	2000
NissanCube	2012.9	122	4	4	30.6	26.2	2009	17500
NissanFrontier	2015.921052631579	243.78947368421052	5.684210526315789	4	21.723684210526315	15.960526315789474	2009	27461.71052631579
NissanGT-R	2015.625	561.25	6	2	22.5	16	2009	119030
NissanJuke	2016	193	4	4	31.233333333333334	26.6	2009	25124.666666666668
NissanLeaf	2015		0	4	101	125.6	2009	32423
NissanMaxima	2016.0833333333333	298.3333333333333	6	4	29.333333333333332	21.083333333333332	2009	35799.166666666664
NissanMurano	2016	258.57142857142856	5.714285714285714	4	28.357142857142858	21.857142857142858	2009	36381.42857142857
NissanMurano CrossCabriolet	2013	265	6	2	22	17	2009	43691.666666666664
NissanNV200	2016	131	4	4	26	24	2009	21436.666666666668
NissanNX	1992	125	4	2	31.333333333333332	22.166666666666668	2009	2000
NissanPathfinder	2015.857142857143	266.85714285714283	6	4	26.5	19.5	2009	35520
NissanPulsar	1990	90	4	2	31	23	2009	2000
NissanQuest	2015	260	6	4	26.333333333333332	19.666666666666668	2009	33443.333333333336
NissanRogue	2015.9	170	4	4	32.5	25.5	2009	26121
NissanRogue Select	2014.5	170	4	4	27.5	22.5	2009	20825
NissanSentra	2016.0526315789473	134.8421052631579	4	4	37.26315789473684	28.736842105263158	2009	19146.842105263157
NissanStanza	1991.142857142857	138	4	4	25.857142857142858	18.857142857142858	2009	2000
NissanTitan	2015.1142857142856	335.77142857142854	8	4	18.314285714285713	13.085714285714285	2009	37958
NissanTruck	1995.9130434782608	137.30434782608697	4.3478260869565215	2	20.869565217391305	17	2009	2390.1304347826085
NissanVan	1990	106	4	3	19.5	15.5	2009	2000
NissanVersa	2015.9375	109	4	4	38.125	29.3125	2009	14660.625
NissanVersa Note	2015.8125	109	4	4	39.25	30.5	2009	16834.375
NissanXterra	2014	261	6	4	20.571428571428573	15.476190476190476	2009	26980.47619047619
OldsmobileAchieva	1996.8	150	4.4	3.2	29	19.2	26	2000
OldsmobileAlero	2003	155	5	3	28.666666666666668	19.5	26	20626.25
OldsmobileAurora	2001.8	236	7.2	4	24.2	15.8	26	33367.6
OldsmobileBravada	2002.857142857143	272.85714285714283	6	4	19.428571428571427	13.857142857142858	26	34021.42857142857
OldsmobileCiera	1995.6666666666667	146.66666666666666	5.333333333333333	4	27	18.666666666666668	26	2000
OldsmobileCustom Cruiser	1991	160	8	4	22.666666666666668	15	26	2000
OldsmobileCutlass	1998	153.33333333333334	6	4	26.333333333333332	17.333333333333332	26	2045.3333333333333
OldsmobileCutlass Calais	1990.5	140	4	3	29.875	19.625	26	2000
OldsmobileCutlass Ciera	1993	145	5.166666666666667	4	26.416666666666668	18.25	26	2000
OldsmobileCutlass Supreme	1995.857142857143	160	6	2.857142857142857	26	17.571428571428573	26	2000
OldsmobileEighty-Eight	1998.142857142857	205	6	4	26.714285714285715	17	26	2105
OldsmobileEighty-Eight Royale	1994.2	186	6	4	26	17	26	2000
OldsmobileIntrigue	2001	215	6	4	26.333333333333332	17.333333333333332	26	17359.666666666668
OldsmobileLSS	1998	220.83333333333334	6	4	25.666666666666668	16.5	26	2330
OldsmobileNinety-Eight	1994.5714285714287	195.71428571428572	6	4	25.428571428571427	16.714285714285715	26	2000
OldsmobileRegency	1997.5	205	6	4	26.5	17	26	2042
OldsmobileSilhouette	2003	185	6	4	23.2	16.6	26	32803.666666666664
OldsmobileToronado	1991	168.33333333333334	6	2	24	16	26	2000
PlymouthAcclaim	1994	102	4	4	26.666666666666668	20	535	2000
PlymouthBreeze	1998.8	132	4	4	33.2	23	535	2000
PlymouthColt	1993.1052631578948	108.89473684210526	4	3.3684210526315788	29.473684210526315	23.105263157894736	535	2000
PlymouthGrand Voyager	1998.875	155	6	4	22.75	16.375	535	2135.875
PlymouthHorizon	1990	93	4	4	31	22	535	2000
PlymouthLaser	1993	154.25	4	2	26	19.25	535	2000
PlymouthNeon	1999.4444444444443	138	4	3.3333333333333335	34.22222222222222	24	535	3195.4444444444443
PlymouthProwler	2000	253	6	2	21	15	535	28543.666666666668
PlymouthSundance	1992.857142857143	96	4	3	28.857142857142858	22.142857142857142	535	2000
PlymouthVoyager	1998.875	153	5.25	3.625	23.375	17	535	2075.125
Pontiac6000	1990.375	132.5	5.5	4	27.625	17.625	210	2000
PontiacAztek	2004	185	6	4	23	16.5	210	22688.333333333332
PontiacBonneville	2004	224.44444444444446	6.444444444444445	4	25.666666666666668	16.88888888888889	210	30752.777777777777
PontiacFirebird	2001	265	7.2	2	25.066666666666666	16.2	210	19644.4
PontiacG3	2009	106	4	4	34	27	210	14335
PontiacG5	2008	158.33333333333334	4	2	33.166666666666664	23.333333333333332	210	17664.166666666668
PontiacG6	2008.7272727272727	210.5909090909091	5.363636363636363	3.090909090909091	27.40909090909091	18.59090909090909	210	25019.772727272728
PontiacG8	2008.6	328.6	7.2	4	23.6	15.4	210	30767
PontiacGTO	2005	383.3333333333333	8	2	19.333333333333332	14.333333333333334	210	31793.333333333332
PontiacGrand Am	2003.764705882353	164.11764705882354	5.411764705882353	3.2941176470588234	28.294117647058822	19.294117647058822	210	21345.58823529412
PontiacGrand Prix	2006.875	253.625	6.75	4	26.375	17	210	24986.25
PontiacLe Mans	1992	74	4	2.6666666666666665	35.77777777777778	25.666666666666668	210	2000
PontiacMontana	2003.9411764705883	188.52941176470588	6	4	23.058823529411764	16.352941176470587	210	27944.117647058825
PontiacMontana SV6	2006	198.5	6	4	22	15.5	210	26000
PontiacSolstice	2008.2727272727273	212.9090909090909	4	2	26.454545454545453	18.818181818181817	210	27140
PontiacSunbird	1992.875	115.9375	4.375	2.625	30.875	21.0625	210	2000
PontiacSunfire	2004.2	140	4	2	32	22.8	210	13371
PontiacTorrent	2008.2	216.6	6	4	23.9	16.7	210	26542
PontiacTrans Sport	1997.4285714285713	180	6	3.4285714285714284	23.142857142857142	16.142857142857142	210	2020.2857142857142
PontiacVibe	2009.3333333333333	148.66666666666666	4	4	29	22.444444444444443	210	18388.333333333332
Porsche718 Cayman	2017	325	4	2	27	20.5	1715	60100
Porsche911	2015.9137931034484	426.37931034482756	6	2	26.155172413793103	18.43103448275862	1715	123763.79310344828
Porsche928	1994	345	8	2	17	11	1715	7704.333333333333
Porsche944	1990.5	208	4	2	24	15	1715	3093.75
Porsche968	1994	236	4	2	24	15	1715	4643
PorscheBoxster	2015.125	300	6	2	28.25	19.75	1715	61412.5
PorscheCarrera GT	2004.5	605	10	2	15	9	1715	440000
PorscheCayenne	2016.142857142857	422.85714285714283	6.714285714285714	4	23.5	16.428571428571427	1715	94385.71428571429
PorscheCayman	2015.125	310	6	2	28.25	19.75	1715	62487.5
PorscheCayman S	2006	295	6	2	26	18	1715	58900
PorscheMacan	2016.25	354	5.75	4	23.25	17.375	1715	61725
PorschePanamera	2015.5454545454545	437.27272727272725	6.909090909090909	4	25.681818181818183	16.454545454545453	1715	123340.90909090909
Rolls-RoyceCorniche	2001	325	8	2	15	10	86	359990
Rolls-RoyceDawn	2016	563	12	2	19	12	86	335000
Rolls-RoyceGhost	2013	563	12	4	20.666666666666668	13	86	276525
Rolls-RoyceGhost Series II	2015.5	563	12	4	21	13	86	307831.25
Rolls-RoycePark Ward	2001.5	322	12	4	15	11	86	261445
Rolls-RoycePhantom	2015	453	12	4	19	11	86	445959.1666666667
Rolls-RoycePhantom Coupe	2015	453	12	2	19	11	86	440466.6666666667
Rolls-RoycePhantom Drophead Coupe	2015	453	12	2	19	11	86	482125
Rolls-RoyceSilver Seraph	2001.5	322	12	4	15	11	86	224945
Rolls-RoyceWraith	2015	624	12	2	21	13	86	294425
Saab3-Sep	2009.84375	215.71875	4.1875	3.5	27.59375	18.4375	376	37603.28125
Saab5-Sep	2009.8181818181818	263.6363636363636	4.545454545454546	4	27.636363636363637	17.272727272727273	376	42925.90909090909
Saab9-2X	2005.5	198.75	4	4	25.5	18.5	376	24970
Saab9-3 Griffin	2012	220	4	3.3333333333333335	30.27777777777778	19.11111111111111	376	36581.11111111111
Saab9-4X	2011	272	6	4	23.6	17	376	38952
Saab9-7X	2008.125	317.5	7.25	4	18.75	13.25	376	43393.125
Saab900	1996.8260869565217	173.2608695652174	4.3478260869565215	2.6956521739130435	24.82608695652174	17.695652173913043	376	2025.1304347826087
Saab9000	1996.7	203.5	4.4	4	25.2	17.6	376	2058.6
ScionFR-S	2015	200	4	2	32	23.5	105	27517.5
ScioniA	2016	106	4	4	41.5	32	105	16250
ScioniM	2016	137	4	4	36.5	27.5	105	18830
ScioniQ	2014	94	4	2	37	36	105	16168.75
SciontC	2014.857142857143	179	4	2	31	23	105	21546.428571428572
ScionxA	2005	106.33333333333333	4	4	34.333333333333336	27	105	12996.666666666666
ScionxB	2013.9	158	4	4	28	22	105	18444.5
ScionxD	2012.8	128	4	4	33	27	105	16683
SpykerC8	2009	400	8	2	18	13	2	213323.33333333334
SubaruB9 Tribeca	2006.4	248	6	4	21	16	640	34088.333333333336
SubaruBRZ	2016	201.25	4	2	30.666666666666668	22.416666666666668	640	27685.833333333332
SubaruBaja	2005	192	4	4	23	17.4	640	24398.333333333332
SubaruCrosstrek	2016.4	150.4	4	4	32.4	25.6	640	24175
SubaruForester	2016	190	4	4	30.083333333333332	23.583333333333332	640	27336.666666666668
SubaruImpreza	2016.0294117647059	149.41176470588235	4	4	36.294117647058826	27.235294117647058	640	21168.529411764706
SubaruImpreza WRX	2013.5	278.3333333333333	4	4	24.333333333333332	18.333333333333332	640	30656.11111111111
SubaruJusty	1992.8	72.3	3	2.8	31.2	26.4	640	2000
SubaruLegacy	2015.8947368421052	187.78947368421052	4.315789473684211	4	34.36842105263158	24.842105263157894	640	25370.78947368421
SubaruLoyale	1992.6666666666667	90	4	4	27.11111111111111	21.444444444444443	640	2000
SubaruOutback	2015.95	191.2	4.4	4	31.6	24	640	29622.25
SubaruSVX	1995.75	230	6	2	22.5	15	640	2280.75
SubaruTribeca	2012.6	256	6	4	21	16	640	33155
SubaruWRX	2016	282.8	4	4	24.88	18.52	640	32863
SubaruXT	1991	129	5.333333333333333	2	26	18.666666666666668	640	2000
SubaruXV Crosstrek	2014.2142857142858	151.42857142857142	4	4	32.57142857142857	25.857142857142858	640	24395
SuzukiAerio	2005.7096774193549	155	4	4	27.225806451612904	21.612903225806452	481	15918.354838709678
SuzukiEquator	2010.8695652173913	223.08695652173913	5.304347826086956	4	20.47826086956522	15.956521739130435	481	24512.608695652172
SuzukiEsteem	2001.1935483870968	121.12903225806451	4	4	30.838709677419356	23.93548387096774	481	13295.90322580645
SuzukiForenza	2007.0588235294117	126.76470588235294	4	4	27.5	19.235294117647058	481	15575.470588235294
SuzukiGrand Vitara	2011.9444444444443	166	4	4	24.27777777777778	19	481	22762.88888888889
SuzukiKizashi	2011.84375	181.09375	4	4	29.625	22.0625	481	23994.3125
SuzukiReno	2006.8666666666666	126.6	4	4	28	19.466666666666665	481	14647
SuzukiSX4	2011.8181818181818	148.9090909090909	4	4	30.515151515151516	22.90909090909091	481	17608.696969696968
SuzukiSamurai	1993.75	66	4	2	26	24	481	2000
SuzukiSidekick	1997.1739130434783	104.78260869565217	4	3.391304347826087	23.608695652173914	20.304347826086957	481	2022.2173913043478
SuzukiSwift	2000.4285714285713	79	4	2	36.142857142857146	29.857142857142858	481	6642.285714285715
SuzukiVerona	2004.888888888889	155	6	4	25	17.444444444444443	481	19221.222222222223
SuzukiVitara	2002.75	136.5	4.5	3.25	22.4375	19.25	481	17474
SuzukiX-90	1997.142857142857	95	4	2	26	22	481	2000
SuzukiXL-7	2004.8620689655172	185	6	4	20.448275862068964	15.448275862068966	481	23688.655172413793
SuzukiXL7	2007.7435897435898	252	6	4	22.076923076923077	15.948717948717949	481	27013.76923076923
TeslaModel S	2015.2777777777778		0	4	98.94444444444444	94.11111111111111	1391	85255.55555555556
Toyota4Runner	2015.0384615384614	270	6	4	21.653846153846153	17	2031	38221.346153846156
Toyota86	2017	202.5	4	2	30	22.5	2031	26615
ToyotaAvalon	2016	268	6	4	30.666666666666668	21	2031	36230.333333333336
ToyotaAvalon Hybrid	2016	200	4	4	39	40	2031	39018.88888888889
ToyotaCamry	2016	206.42105263157896	4.631578947368421	4	33.21052631578947	23.526315789473685	2031	26952.894736842107
ToyotaCamry Hybrid	2016	200	4	4	38	40.888888888888886	2031	28290.555555555555
ToyotaCamry Solara	2007.03125	186.875	5.0625	2	28.46875	19.5	2031	24342.34375
ToyotaCelica	2004	160	4	2	30.125	22.5625	2031	20725
ToyotaCorolla	2015.9117647058824	133.88235294117646	4	4	37.61764705882353	28.764705882352942	2031	20221.176470588234
ToyotaCorolla iM	2017	137	4	4	35.5	27.5	2031	19120
ToyotaCressida	1991	190	6	4	22	17	2031	2000
ToyotaECHO	2004	108	4	3	37	29	2031	11016.666666666666
ToyotaFJ Cruiser	2013	260	6	4	19.333333333333332	16.11111111111111	2031	27865
ToyotaHighlander	2015.5	262.27272727272725	5.818181818181818	4	24.545454545454547	18.636363636363637	2031	37219.77272727273
ToyotaHighlander Hybrid	2015	280	6	4	28	27	2031	48939.166666666664
ToyotaLand Cruiser	2016	381	8	4	18	13	2031	82768.33333333333
ToyotaMR2	1994	167.5	4	2	25.5	18.5	2031	2138.6666666666665
ToyotaMR2 Spyder	2004	138	4	2	29.5	22.833333333333332	2031	25395
ToyotaMatrix	2012	147.6	4	4	29.4	22.6	2031	20310.333333333332
ToyotaPaseo	1996.25	94.75	4	2	32.75	25.5	2031	2044.5
ToyotaPickup	1994.1538461538462	134.30769230769232	5.076923076923077	2	20.384615384615383	16.153846153846153	2031	2273.923076923077
ToyotaPrevia	1995.75	155.25	4	3	19.625	15.375	2031	2200.1875
ToyotaPrius	2016	125.33333333333333	4	4	49.666666666666664	53.44444444444444	2031	26908.61111111111
ToyotaPrius Prime	2017	121	4	4	53	55	2031	29666.666666666668
ToyotaPrius c	2015.076923076923	99	4	4	46	53	2031	21377.69230769231
ToyotaPrius v	2016	134	4	4	39.666666666666664	43.666666666666664	2031	28841.25
ToyotaRAV4	2016.1666666666667	176	4	4	29.5	22.791666666666668	2031	28789.166666666668
ToyotaRAV4 EV	2013	154	0	4	74	78	2031	49800
ToyotaRAV4 Hybrid	2016.6	194	4	4	30.4	34	2031	31445
ToyotaSequoia	2016	381	8	4	17	13	2031	55687.77777777778
ToyotaSienna	2016	276	6	4	24.980392156862745	17.84313725490196	2031	37672.84314
ToyotaSupra	1997	270.8333333333333	6	2	22	15.833333333333334	2031	19738
ToyotaT100	1997	182	5.6	2	19.2	15.466666666666667	2031	2861.2
ToyotaTacoma	2016.1625	240.4625	5.475	4	22.4875	18.075	2031	30318.4375
ToyotaTercel	1996.7142857142858	93	4	2.5714285714285716	35.142857142857146	27.714285714285715	2031	2028.7142857142858
ToyotaTundra	2016.0714285714287	371.87142857142857	8	3.842857142857143	17.55	13.192857142857143	2031	37844.25
ToyotaVenza	2013.888888888889	229.33333333333334	5.111111111111111	4	25.703703703703702	19.14814814814815	2031	33031.851851851854
ToyotaYaris	2016	106	4	3.142857142857143	35.95238095238095	30	2031	16463.809523809523
ToyotaYaris iA	2017	106	4	4	39.5	31	2031	16500
VolkswagenBeetle	2015.44	183.33333333333334	4	2	32.96	24.786666666666665	873	26100.933333333334
VolkswagenBeetle Convertible	2014.887640449438	186.2921348314607	4.067415730337078	2	32.21348314606742	24.15730337078652	873	30491.96629213483
VolkswagenCC	2015.84375	205	4.125	4	30.875	21.4375	873	35854.375
VolkswagenCabrio	2001.2857142857142	115	4	2	27.357142857142858	20.571428571428573	873	18592.214285714286
VolkswagenCabriolet	1992.1666666666667	94	4	2	28.333333333333332	21.666666666666668	873	2000
VolkswagenCorrado	1992.75	173	5.5	2	23.5	16.5	873	2000
VolkswagenEos	2014.7142857142858	200	4	2	30	22	873	38063.57142857143
VolkswagenEuroVan	2002	201	6	3	18	15	873	26950
VolkswagenFox	1992.142857142857	81	4	2.857142857142857	29.714285714285715	22	873	2000
VolkswagenGLI	2010.3636363636363	200	4	4	31.09090909090909	22.181818181818183	873	25538.409090909092
VolkswagenGTI	2012.6315789473683	200	4	3.1578947368421053	32	22.5	873	28037.894736842107
VolkswagenGolf	2015.6296296296296	165.55555555555554	4	3.4814814814814814	37.925925925925924	26.22222222222222	873	22647.222222222223
VolkswagenGolf Alltrack	2017	170	4	4	30	22	873	29130
VolkswagenGolf GTI	2015.8	215.2	4	3.28	33.4	24.8	873	28791.6
VolkswagenGolf R	2016.2	292	4	4	30.4	22.6	873	37723.5
VolkswagenGolf SportWagen	2015.6842105263158	163.68421052631578	4	4	37.36842105263158	26.894736842105264	873	26127.105263157893
VolkswagenJetta	2015.5901639344263	171.72131147540983	4	4	36.950819672131146	26.18032786885246	873	23953.524590163935
VolkswagenJetta GLI	2013.4545454545455	207.27272727272728	4	4	32.5	23.227272727272727	873	27350
VolkswagenJetta Hybrid	2013.5	170	4	4	48	42	873	28479.375
VolkswagenJetta SportWagen	2013	157.14285714285714	4.571428571428571	4	35.214285714285715	26.071428571428573	873	25284.761904761905
VolkswagenNew Beetle	2008.888888888889	150	5	2	28.444444444444443	20	873	21973.61111111111
VolkswagenPassat	2015.6444444444444	178	4.177777777777778	4	36.17777777777778	24.377777777777776	873	27465.88888888889
VolkswagenPhaeton	2005.090909090909	385.72727272727275	10.181818181818182	4	18.818181818181817	12.363636363636363	873	83318.18181818182
VolkswagenR32	2006	245	6	2	23.5	17.5	873	31045
VolkswagenRabbit	2007.909090909091	162.72727272727272	5	2.909090909090909	28.727272727272727	20.272727272727273	873	17080.909090909092
VolkswagenRoutan	2010.875	260.6666666666667	6	4	24.666666666666668	16.833333333333332	873	35601.25
VolkswagenTiguan	2015.923076923077	200	4	4	25.384615384615383	20.346153846153847	873	31650.96153846154
VolkswagenTouareg	2015.7222222222222	272.22222222222223	6	4	25.055555555555557	18.333333333333332	873	54166.666666666664
VolkswagenTouareg 2	2008.5	298.5	7.333333333333333	4	20	14.166666666666666	873	47838.333333333336
VolkswagenVanagon	1990.3636363636363	90	4	3	17.272727272727273	15.545454545454545	873	2000
Volkswagene-Golf	2015.5	115		4	105	126	873	33371.25
Volvo240	1991.875	114	4	4	25.5	18.75	870	2000
Volvo740	1990.875	133.875	4	4	24.1875	18.125	870	2000
Volvo760	1990	156	4.666666666666667	4	19.666666666666668	15.666666666666666	870	2000
Volvo780	1990	166	5	2	19.5	15.5	870	2000
Volvo850	1996	202.92307692307693	5	4	24.76923076923077	17.46153846153846	870	2003.5
Volvo940	1993.857142857143	138	4	4	23.428571428571427	17	870	2000
Volvo960	1996	181	6	4	23.666666666666668	15.666666666666666	870	2000
VolvoC30	2012	227	5	2	29	21	870	26258.333333333332
VolvoC70	2012	227	5	2	28	18.666666666666668	870	40533.333333333336
VolvoCoupe	1991	188	4	2	20	17	870	2000
VolvoS40	2009.875	212.25	5	4	28.875	20.125	870	30287.5
VolvoS60	2015.857142857143	273.89285714285717	4.607142857142857	4	32.142857142857146	22.142857142857142	870	40721.42857142857
VolvoS60 Cross Country	2017	240	4	4	30	22	870	44200
VolvoS70	1999.142857142857	191.57142857142858	5	4	24.857142857142858	17.5	870	2317.9285714285716
VolvoS80	2015	262.5	5	4	32.5	22.25	870	43365.625
VolvoS90	2013.2	262.6	4.4	4	30.6	21.2	870	41773.8
VolvoV40	2003.25	167.5	4	4	27	19	870	26336.25
VolvoV50	2010	207.33333333333334	5	4	28.833333333333332	20.166666666666668	870	31483.333333333332
VolvoV60	2015.904761904762	272.42857142857144	4.714285714285714	4	30.666666666666668	21.857142857142858	870	42403.333333333336
VolvoV60 Cross Country	2016	246.66666666666666	4.666666666666667	4	28.666666666666668	20.666666666666668	870	43125
VolvoV70	2009.25	235	6	4	25.75	17	870	34228.75
VolvoV90	1998	181	6	4	23	16	870	2200
VolvoXC	2002	197	5	4	23	17	870	36500
VolvoXC60	2015.4814814814815	280.5	4.851851851851852	4	27.22222222222222	19.925925925925927	870	43620.37037037037
VolvoXC70	2015.4444444444443	252.77777777777777	4.944444444444445	4	27.5	20.166666666666668	870	40877.77777777778
VolvoXC90	2016.0588235294117	276	4.235294117647059	4	25.294117647058822	20.470588235294116	870	50794.117647058825
